Job Titles,Company Names,Experience Required,Package,Locations,Skills
Product Data Analyst,Experis,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Data VisualizationData ModelingPower BiData ArchitectureDataArchitectureModelingModeler
Market Research Data Analyst,Robas Research,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceSASMISArtificial Intelligencetechnical subject matter expertMachine learningAgileMATLAB
Healthcare Consultant Business Analysis,Citiustech,5-10 Yrs,Not disclosed,Remote,Logistic regressionLMSNeural networksArtificial IntelligenceMachine learningData processingInformation retrievalCustomer service
Business Analyst - Data at Rest Security,SII INDIA IT and Engineering Services Private Limited,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,MicrostrategyData modelingConsultingMachine learningAgileDigital marketingOperationsProduct marketing
Data Analyst - Manager,Value Vision Management Consultants,1-5 Yrs,Not disclosed,Surat,UnixCloud computingC++AutomationLinuxAgileData structuresOpen source
Sales Data Analyst,Media Iq Digital,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,cyber securityTime series analysisPathwayMachine learningSignal processingUnit testingResearchStatistics
Financial Ops Data Analyst,Aeries Technology,2-4 Yrs,Not disclosed,Hyderabad/Secunderabad,deep learningGCPAnalyticalMachine learningNatural language processingtest driven developmentdata visualizationOpen source
GN - SC&O - BPM - Analyst,Accenture,2-7 Yrs,Not disclosed,Pune,Natural Language ProcessingDeep LearningComputer VisionMachine LearningComputerDataProcessProcessing
GN - SC&O - BPM - Analyst,Accenture,2-6 Yrs,Not disclosed,Pune,Data analysisPrototypeAnalyticalMachine learningPerlData miningMATLABForecasting
Research Analyst - Defence Data QA,Janes,2-3 Yrs,Not disclosed,Hyderabad/Secunderabad,deep learningVersion controlGCPQuality testingMachine learninghigh performance computingbig dataSQL
Junior Data Analyst,Doji Ltd,5-10 Yrs,Not disclosed,Chandigarh,SANData analysisSASSMSPredictive modelingPattern recognitionAnalyticsSQL
BI Data Analyst,Coders Brain Pvt Ltd,0-5 Yrs,Not disclosed,Hyderabad/Secunderabad,CVSOperations researchCodingNeural networksManagement consultingMachine learningNatural language processingLogistics
Data Analyst- SAS,Eteam,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,Supply chainData analysisStatistical modelingsparkMachine learningSCALAData miningForecasting
Data Analyst & Zoho One Specialist,Bharat Kumar & Co. Pvt. Ltd.,8-13 Yrs,1-4 Lacs PA,Jaipur,BiometricsText miningComputer visionNoSQLMachine learningSCALAMongoDBNatural language processing
GN - SC&O - BPM - Analyst,Accenture,2-3 Yrs,6-12 Lacs PA,Pune,Computer scienceSystem architecturedeep learningC++Image processingAnalyticalMachine learningData mining
GN - SC&O - BPM - Analyst,Accenture,2-5 Yrs,Not disclosed,Remote,Data analysisPrototypeCodingAnalyticalMachine learningFlexAlgorithm developmentAnalytics
Data Analyst - Business Excellence Unit,Fedbank Financial Services,3-6 Yrs,Not disclosed,Mumbai,Computer visiondeep learningData analysisAnalyticalArtificial IntelligenceMachine learninglinear regressiondata visualization
GIS Data Analyst,Khushi Baby,10-12 Yrs,Not disclosed,Mohali,MiningSupply chainComputer scienceData analysisOperations researchCodingArtificial IntelligenceMachine learning
GN - Strategy - MC - T&O - Change Management - Analyst,Accenture,2-6 Yrs,Not disclosed,Mumbai,Computer scienceC++Operations researchAnalyticalMachine learningData miningBusiness intelligenceAnalytics
Data Quality and Governance Analyst,IB Services &amp;amp; Technologies,5-15 Yrs,Not disclosed,Chennai,Data analysisTechnology managementAnalyticalMachine learningManager TechnologyPattern recognitionData miningbig data
SAS Data Analyst,Diverse Lynx,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,MiningLoansAutomationData analysisrisk modelingData miningAnalyticsClient management
Principal Data Analyst,Yourdost,6-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Statistical programmingC++AnalyticalMachine learningData collectionData miningBusiness solutionsInformation technology
Business Data Analyst,AARNA HR SOLUTIONS PVT. LTD.,11-12 Yrs,Not disclosed,Hybrid - Noida,deep learningData analysisBiddingSimulationdata manipulationMachine learningHypothesis TestingPerformance improvement
Data Analyst - Business Excellence Unit,Fedbank Financial Services,5-10 Yrs,Not disclosed,Remote,Data analysisBusiness analysisCodingAgileHealthcareInformaticaAnalyticsSQL
Data Analyst II,Xpheno,8-9 Yrs,6-10 Lacs PA,Bangalore/Bengaluru,Data analysisAnalyticalMachine learningData structuresPerlData miningForecastingMATLAB
"Associate Manager,PBNA IBP IT Data Analyst",Pepsi Foods,3-6 Yrs,Not disclosed,"Hyderabad/ Secunderabad, Telangana, Bangalore/Bengaluru",Computer scienceData analysisInterpersonal skillsNetworkingAnalyticalMachine learningDatabaseData mining
Business Analyst,Inventia Technology Consultants,3-8 Yrs,Not disclosed,"Mumbai, Pune, Bangalore/Bengaluru",Computer languagesData analysisBusiness objectsMachine learningPredictive modelingData miningBusiness solutionsSQL
HR Data Analyst,John Cockerill,2-6 Yrs,1.5-3 Lacs PA,"Hybrid - Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka",Career developmentData analysisfinancial productsMachine learningSCALAInfrastructureRisk managementData warehousing
Business Strategy Data Analyst,Pure Storage,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,GCPDatabase managementMachine learningpower bidata visualizationbig dataAnalyticsSQL
Principal RWE Scientific data analyst,Novartis,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,PostgresqlMarket intelligenceVenture capitalMachine learningProperty managementApachePortfolio managementOperations
Data Report Analyst,SBM Offshore,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,PostgresqlMarket intelligenceVenture capitalMachine learningProperty managementApachePortfolio managementOperations
ASSOCIATE - BUSINESS DATA ANALYST,Lennox India Technology Centre (LITC),3-5 Yrs,Not disclosed,"Hybrid - Bangalore/ Bengaluru, Karnataka",RDBMSDatabase designData structuresInformaticaOracleOpen sourceMATLABAnalytics
Data Quality Analyst,Anakin Skywalker,1-3 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka",Computer sciencePrototypeAnalyticalMachine learningPerlOpen sourceRubyAnalytics
GIS Data Analyst,Khushi Baby,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,Operations researchMachine learningAgileData collectionNatural language processingData miningOpen sourceAutomotive
Data Research Analyst,William O Neil Co,4-7 Yrs,Not disclosed,"Hyderabad/ Secunderabad, Telangana(Kalyan nagar)",IT servicesSANSOCMachine learningHealthcareJIRASQLCRM
"ESG Intern, Data Delivery and Assurance (6 months)",Gist Advisory,4-6 Yrs,Not disclosed,"Hybrid - Gurgaon/ Gurugram, Haryana",Process automationBusiness processglobal operationsAutomationChange managementBusiness analysisAgileContinuous improvement
IT Business Analyst - Order Management,Avery Dennison,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,deep learningGCPAnalyticalProject managementMachine learningPresalesData miningAnalytics
Data Management Analyst,Keyutech,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,Machine learningData collectionSAGEData miningDigital marketingbig dataAnalyticsSQL
Business Analyst Trainee,Tutree India Technologies,4-6 Yrs,Not disclosed,"Hybrid - Bangalore/Bengaluru, Delhi / NCR",Computer scienceC++AnalyticalSocial mediaFormulationTeradataForecastingAnalytics
Business Analyst Trainee,Tutree India Technologies,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,SANFrenchCCookPrincipalPythonCookingData
Junior Data Analyst,Knoah Solutions Pvt Ltd,4-8 Yrs,Not disclosed,Gurgaon/Gurugram,PythonData
Data Analyst - Technology Consulting,Tiger Analytics,3-8 Yrs,Not disclosed,Remote,Machine learningProgrammingdata visualizationPythonDataProgramMachine
Research Analyst - MacroEconomic,SmartlyHR (a unit of Keyquest Technologies Pvt Ltd),5-6 Yrs,Not disclosed,Chennai,UsageMachine learningData collectionSAGEData miningDigital marketingbig dataAnalytics
R&D Specification Management Data Analysts,Pepsi Foods,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,SASMachine learningHypothesis TestingStatisticsPythonMachineHypothesisSoftware testing
AI Architect/Lead Developer,Softage Information Technology,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,AutomationWeb analyticsBusiness analysisData modelingAnalyticalSchedulingData miningCRM
Sr. Process Associate - Purchase To Pay,Siemens,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,deep learningVersion controlGCPQuality testingMachine learninghigh performance computingbig dataSQL
GBS Data Operations - Document and Engineering Data Analyst,BP p.l.c.,4-9 Yrs,3-4 Lacs PA,Noida,Analytical skillsdeep learningRisk assessmentInvestment strategiesProgrammingMathematicsRisk managementForecasting
Risk Advisory IA Telecom Senior,KPMG Global Services Private Limited,3-7 Yrs,Not disclosed,Gurgaon/Gurugram,Computer scienceSANStatistical modelingFrenchAnalyticalMachine learningCookdata visualization
Sr. Consultant - Manufacturing Data,General Mills,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,Stress testingCodingBfsiRisk analyticsrisk modelingFinanceHealthcareFinancial services
Sr. Data Steward,General Mills,3-5 Yrs,Unpaid,Pune,deep learningOperations researchNeural networkssparkMachine learningNatural language processingSPSSMATLAB
Sr. Machine Learning Engineer,General Mills,4-8 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad(Kondapur),Supply chainComputer scienceSupply chain managementSupply chain operationsQlikViewContinuous improvementEconometricsAnalytics
Senior Data Engineer (Data Discovert/Insights),Tola Capital,5-10 Yrs,15-20 Lacs PA,Mumbai,Computer scienceText miningComputer visionImage processingArtificial IntelligenceMachine learningLife sciencesBioinformatics
Senior Data Engineer - Data Modeling,Tiger Analytics,4-7 Yrs,Not disclosed,Pune,Data Scientist
Senior Principal Data Engineer,GSK India,3-7 Yrs,"10,000/month",Pune,GraphicsAdministrationSales operationsStrategic planningPHPEntrepreneurBusiness strategyBudgeting
Senior Data Engineer,Virtusa,8-10 Yrs,Not disclosed,Pune,NoSQLImage processingBusiness AnalystASIC VerificationRDBMSAnalyticalMachine learningData structures
Senior Business Systems Analyst - Big Data (PM),Metlife,3-6 Yrs,Not disclosed,"Noida, Uttar Pradesh, Gurgaon/Gurugram, Delhi / NCR",Object DetectionComputer VisionPythonTensorflowOpencvImage ProcessingDeep LearningResnet
Senior Business Systems Analyst - Data and Reporting,Cerence,1-6 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad,Object DetectionComputer VisionPythonTensorflowOpencvImage ProcessingDeep LearningResnet
Senior Master Data Analyst,Thrive Market,3-4 Yrs,Not disclosed,New Delhi,Data AnalyticsAdvanced AnalyticsData AnalysisData MiningAnalyticsAnalysisDataAnalytical
Senior Data Analyst cum MIS Executive,Oasis Insurance Brokers,8-12 Yrs,Not disclosed,Gurgaon/Gurugram,C++Operations researchAnalyticalArtificial IntelligenceMachine learningdata visualizationBusiness intelligenceStatistics
Senior Marketing Data Analyst,Altus Group,6-11 Yrs,Not disclosed,"Hybrid - Chennai, Bangalore/Bengaluru",OpencvComputer VisionPythonTensorflowPytorchObject DetectionImage ProcessingKeras
Data Quality Analyst Developer Java,Borek It Sourcing,10-18 Yrs,Not disclosed,"Mumbai, Mumbai Suburban, Navi Mumbai, Mumbai (All Areas), Mumbai",ISMSAnalyticalArtificial IntelligenceMachine learningAdobeMonitoringSQLPython
Sr. Analyst,Wissda Inc,7-12 Yrs,Not disclosed,Gurgaon/Gurugram,Machine learningData collectiondata visualizationMachineCollectionsData
"Senior Specialist, Business Analyst",Talentneuron,7-12 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh",BPOComputer scienceOperations researchStaffingPharmaConsultingHadoopIndustrial engineering
Process Developer Data Analyst,Marktine,10-12 Yrs,Not disclosed,Gurgaon/Gurugram,Project managementBillingMachine learningBusiness managementProject planninghealthcare analyticsStakeholder managementOperations
Senior Data Research Analyst : Index Management,EDGE Executive,0-3 Yrs,Not disclosed,New Delhi,PrototypeAnalyticalMachine learningEngineering ManagerWorkflowData miningbig dataAnalytics
"Senior Data Analyst, Project Management Office (PMO)",Calyx,1-4 Yrs,Not disclosed,Mumbai,Product AnalystMachine learningSQLPythonMachineProduct analysisProductionData
Sr. Specialist Data Analyst,"Iquest Solutions Corp, Usa",7-12 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram",Computer sciencePrototypeSimulationPostgresqlMachine learningAgileProgrammingOperations
Analytics Senior Analyst-Reporting,Accenture,5-8 Yrs,Not disclosed,Chennai,IT servicesComputer visiondeep learningNeural networksMachine learningContinuous improvementAnalyticsPython
"Senior Privacy Analyst, Data Risk Office",Bristol Myers Squibb,8-13 Yrs,18-30 Lacs PA,Remote,LinuxGCPMachine learningConceptualizationHTMLMonitoringAnalyticsPython
"Senior Privacy Analyst, Data Risk Office",Bms Chemicals,0-1 Yrs,Not disclosed,Remote,IT servicesComputer scienceSANC++Process optimizationAnalyticalMachine learningVendor
Analyst/Senior Analyst - Power BI & Data Visualisation,Avalon Global Research,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,Commercial marketingBusiness loantableauTime managementAnalyticalManager TechnologyCommerceAnalytics
Senior Pega Business Analyst,Orange Business Services,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,Stress testingAutomationData modelingAnalyticalArtificial IntelligenceConsultingMachine learningData structures
Senior Data Analyst Fielding Operations,Nailbiter,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Coimbatore, Bangalore/Bengaluru",C++Operations researchAnalyticalMachine learningdata visualizationData miningBusiness intelligenceStatistics
Sr. IT Data Analyst,Air Products,0-1 Yrs,Not disclosed,"Hyderabad/Secunderabad, Coimbatore, Bangalore/Bengaluru",deep learningorchestrationNoSQLRDBMSMachine learningJavascriptMentorDeployment
Senior Executive Data Analyst,Ascendion Engineering,0-3 Yrs,Not disclosed,Bangalore/Bengaluru,Front endenddatafront
Support Analyst / Senior Support Analyst,Practo,0-3 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceStatistical analysisAnalyticalArtificial IntelligenceMachine learningCredit risk analysisPredictive modelingMathematics
Senior Executive Data Analyst,Ascendion Engineering,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Product managementCloud computingSoftware designPrototypeSimulationContract managementAnalyticalMachine learning
"Senior Analyst, Immunization",Clinton Health Access Initiative (CHAI),10-12 Yrs,Not disclosed,Pune,SimulationRFImage processingCodingProject managementDebuggingMachine learningApplication development
Sr Business Analyst,Conduent,0-2 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Statistical programmingLogistic regressionMachine learningProgrammingDeploymentStatisticsPythonData
Senior Analyst - ESG Consulting,SG Analytics Pvt Ltd,0-3 Yrs,Not disclosed,Bangalore/Bengaluru,Machine learningData collectiondata visualizationMachineCollectionsData
Senior Data & Insights Analyst,MoneyGram,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,ISMSAnalyticalArtificial IntelligenceMachine learningSEZAdobeMonitoringSQL
Sr. Data Analyst & MIS,PRM Real Estate Pvt. Ltd.,3-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Service deliveryProduct pricingFinancial analysisCompetitive analysisFinancial accountingBillingMarket researchRevenue generation
Data Analyst (Executive/ Sr.Executive),Bultaminds Venture,2-3 Yrs,Not disclosed,Chennai,Data analysisMISqualityAnalysisData
Senior Analyst - Data Operations,Consilio,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,MS SQLGITAnalyticalMachine learningBiztalkData qualitymicrosoftForecasting
Global Business Senior Analyst,Rockwell Automation,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,Data modelingdata manipulationWeb applicationProgrammingdata visualizationMonitoringReporting toolsSQL
Insights Sr Analyst,Pepsi Foods,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,deep learningBasicData analysisMySQLMachine learningpower biNatural language processingOracle
Global Tax Senior Analyst - Transfer Pricing,Boston Consulting Group,0-3 Yrs,Not disclosed,Bangalore/Bengaluru,Computer languagesData analysisNeural networksMachine learningPackagingSEZPredictive modelingdata visualization
SR.BUSINESS ANALYST,Muthoot Finance,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,Text miningC++Data analysisPrototypeNeural networksCloud ServicesArtificial IntelligenceMachine learning
Sr Analyst - Data Migration,Enfusion,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,Usagedata visualizationData miningdata
Analytics Associate Manager - Insights and Intelligence,Accenture,5-10 Yrs,Not disclosed,"Pune, Maharashtra, Bangalore Rural, Karnataka, Chennai, Tamil Nadu",Product managementData analysisDatabaseManager TechnologyResearchProject designmanagementtechnology
Data Scientist,VHR Professional Services,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,GISAutomationData modelingPerformance testingmicrosoftTechnical supportAnalyticsSQL
Presales + Big data,Tiger Analytics,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,Computer visionData analysisMachine learningCloudDeploymentContinuous improvementPythonVision
"Staff, Product Data Scientist",Twilio,5-10 Yrs,Not disclosed,"Hybrid - Bangalore/ Bengaluru, Karnataka",Miningadvanced analyticsUsageStaffingDatabaseArchitectingDBMSData mining
Manager - Data/Cloud Architect,Themathcompany,4-6 Yrs,Not disclosed,Remote,data cleansingData analysisAutomationAssuranceSASStaffingWeb developmentAnalytics
"Group Head - Analytics For leading Company, Mumbai",Le Human Resources Solutions,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,Text miningComputer visionUsageStaffingNeural networksTime managementNetwork analysisData mining
Data Tagging Executive,Paralleldots,5-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",Trainingdeep learningWeb servicesCodingProcess improvementMachine learningDeploymentAWS
Associate Scientist - Applied Computational Biosciences,Tata Chemicals,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,Logistic regressionData analysisCodingJavascriptPredictive modelingInformation managementData miningBusiness solutions
"Risk- Strategic Analytics Associate - JP Morgan, Mumbai",JPMorgan Chase Bank,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,deep learningImage processingMachine learningInfrastructureProgrammingdata visualizationStatisticsPython
